,vol,issue,index,type,title
842,80,2,26,Research article,Impaired Hippocampal Ripple-Associated Replay in a Mouse Model of Schizophrenia
843,80,2,27,Research article,"The Basal Ganglia Is Necessary for Learning Spectral, but Not Temporal, Features of Birdsong"
844,80,2,28,Research article,Neural Estimates of Imagined Outcomes in the Orbitofrontal Cortex Drive Behavior and Learning
845,80,2,29,Erratum,Hierarchical Prediction Errors in Midbrain and Basal Forebrain during Sensory Learning
846,80,2,30,Mini review,Metabotropic Glutamate Receptor 5 Is a Coreceptor for Alzheimer Aβ Oligomer Bound to Cellular Prion Protein
847,80,2,31,Mini review,SnapShot: Organizational Principles of the Postsynaptic Proteome
848,80,3,0,Editorial,Celebrating 25 Years of Groundbreaking Neuroscience
849,80,3,1,Review article,Behind the Covers
850,80,3,2,Review article,The New Science of Mind and the Future of Knowledge
851,80,3,3,Review article,Twenty-Five Years of Progress: The View from NIMH and NINDS
852,80,3,4,Review article,Engineering Approaches to Illuminating Brain Structure and Dynamics
853,80,3,5,Review article,Progress in the Genetics of Polygenic Brain Disorders: Significant New Challenges for Neurobiology
854,80,3,6,Review article,Neural Stem Cells: Generating and Regenerating the Brain
855,80,3,7,Review article,The Neuron Identity Problem: Form Meets Function
856,80,3,8,Review article,Evolving Concepts of Gliogenesis: A Look Way Back and Ahead to the Next 25 Years
857,80,3,9,Review article,The Emerging Field of Neuroepigenetics
858,80,3,10,Review article,Cortical Evolution: Judge the Brain by Its Cover
859,80,3,11,Review article,The Central Dogma Decentralized: New Perspectives on RNA Function and Local Translation in Neurons
860,80,3,12,Review article,Conduits of Life’s Spark: A Perspective on Ion Channel Research since the Birth of Neuron
861,80,3,13,Review article,Neurotransmitter Release: The Last Millisecond in the Life of a Synaptic Vesicle
862,80,3,14,Review article,The Dynamic Synapse
863,80,3,15,Review article,AMPARs and Synaptic Plasticity: The Last 25 Years
864,80,3,16,Review article,Homeostatic Signaling and the Stabilization of Neural Function
865,80,3,17,Review article,Activity-Dependent Neural Plasticity from Bench to Bedside
866,80,3,18,Review article,Memorable Trends
867,80,3,19,Review article,"Scaling Brain Size, Keeping Timing: Evolutionary Preservation of Brain Rhythms"
868,80,3,20,Review article,Grid Cells and Neural Coding in High-End Cortices
869,80,3,21,Review article,Cartography and Connectomes
870,80,3,22,Review article,Decision Making as a Window on Cognition
871,80,3,23,Review article,The Cerebellum and Cognitive Function: 25 Years of Insight from Anatomy and Neuroimaging
872,80,3,24,Review article,Toward a Neural Basis for Social Behavior
873,80,4,0,Mini review,An Unusual Suspect in Cocaine Addiction
874,80,4,1,Mini review,Putting the Brakes on Fear
875,80,4,2,Mini review,Inhibition Mediates Top-Down Control of Sensory Processing
876,80,4,3,Mini review,Diagnostic Exome Sequencing: A New Paradigm in Neurology
877,80,4,4,Review article,The Pathobiology of Vascular Dementia
878,80,4,5,Review article,Intrinsic Coupling Modes: Multiscale Interactions in Ongoing Brain Activity
879,80,4,6,Short communication,Single-Neuron Correlates of Atypical Face Processing in Autism
880,80,4,7,Research article,Chronic Cellular Imaging of Entire Cortical Columns in Awake Mice Using Microprisms
881,80,4,8,Short communication,Disruption of Dorsolateral Prefrontal Cortex Decreases Model-Based in Favor of Model-free Control in Humans
882,80,4,9,Research article,Locomotor Rhythm Generation Linked to the Output of Spinal Shox2 Excitatory Interneurons
883,80,4,10,Research article,Reelin Mobilizes a VAMP7-Dependent Synaptic Vesicle Pool and Selectively Augments Spontaneous Neurotransmission
884,80,4,11,Research article,Synaptotagmin-1 and Synaptotagmin-7 Trigger Synchronous and Asynchronous Phases of Neurotransmitter Release
885,80,4,12,Research article,Adaptation of Mammalian Auditory Hair Cell Mechanotransduction Is Independent of Calcium Entry
886,80,4,13,Research article,Dynamic Interactions Mediated by Nonredundant Signaling Mechanisms Couple Circadian Clock Neurons
887,80,4,14,Research article,Noncanonical FK506-Binding Protein BDBT Binds DBT to Enhance Its Circadian Function and Forms Foci at Night
888,80,4,15,Research article,Disruption of Dopamine Neuron Activity Pattern Regulation through Selective Expression of a Human KCNN3 Mutation
889,80,4,16,Research article,Odor Discrimination Requires Proper Olfactory Fast Oscillations in Awake Mice
890,80,4,17,Research article,Expression of Cocaine-Evoked Synaptic Plasticity by GluN3A-Containing NMDA Receptors
891,80,4,18,Research article,A Unique Population of Ventral Tegmental Area Neurons Inhibits the Lateral Habenula to Promote Reward
892,80,4,19,Research article,Fear Extinction Causes Target-Specific Remodeling of Perisomatic Inhibitory Synapses
893,80,4,20,Research article,Optogenetic Activation of an Inhibitory Network Enhances Feedforward Functional Connectivity in Auditory Cortex
894,80,4,21,Research article,Attentional Modulation of Cell-Class-Specific Gamma-Band Synchronization in Awake Monkey Area V4
895,80,4,22,Research article,Dissociable Effects of Dopamine and Serotonin on Reversal Learning
896,80,4,23,Erratum,Olfactory Stimulation Selectively Modulates the OFF Pathway in the Retina of Zebrafish
897,80,4,24,Erratum,In the Mind of the Market: Theory of Mind Biases Value Computation during Financial Bubbles
898,80,4,25,Erratum,RNA Toxicity from the ALS/FTD C9ORF72 Expansion Is Mitigated by Antisense Intervention
899,80,5,0,Mini review,Cortical Projection Neurons: Sprung from the Same Root
900,80,5,1,Mini review,Division of Labor for Division: Inhibitory Interneurons with Different Spatial Landscapes in the Olfactory System
901,80,5,2,Mini review,A Surprised Amygdala Looks to the Cortex for Meaning
902,80,5,3,Review article,EEG and MEG: Relevance to Neuroscience
903,80,5,4,Review article,A Role for Correlated Spontaneous Activity in the Assembly of Neural Circuits
904,80,5,5,Research article,A Modular Gain-of-Function Approach to Generate Cortical Interneuron Subtypes from ES Cells
905,80,5,6,Short communication,Sensory Experience Shapes the Development of the Visual System’s First Synapse
906,80,5,7,Short communication,"Fezf2 Expression Identifies a Multipotent Progenitor for Neocortical Projection Neurons, Astrocytes, and Oligodendrocytes"
907,80,5,8,Research article,Regulation of Axon Degeneration after Injury and in Development by the Endogenous Calpain Inhibitor Calpastatin
908,80,5,9,Research article,A PDF/NPF Neuropeptide Signaling Circuitry of Male Drosophila melanogaster Controls Rival-Induced Prolonged Mating
909,80,5,10,Research article,A Tale of Two Retinal Domains: Near-Optimal Sampling of Achromatic Contrasts in Natural Scenes through Asymmetric Photoreceptor Distribution
910,80,5,11,Research article,Parvalbumin-Expressing Interneurons Linearly Control Olfactory Bulb Output
911,80,5,12,Research article,Dissecting Local Circuits: Parvalbumin Interneurons Underlie Broad Feedback Control of Olfactory Bulb Output
912,80,5,13,Research article,Encoding of Mixtures in a Simple Olfactory System
913,80,5,14,Research article,Inhibition-Induced Theta Resonance in Cortical Circuits
914,80,5,15,Research article,Cingulate-Hippocampus Coherence and Trajectory Coding in a Sequential Choice Task
915,80,5,16,Research article,Functional Connectivity between Amygdala and Cingulate Cortex for Adaptive Aversive Learning
916,80,5,17,Research article,Spike-Timing-Dependent Plasticity in Primate Corticospinal Connections Induced during Free Behavior
917,80,5,18,Research article,Diverse Spatial Reference Frames of Vestibular Signals in Parietal Cortex
918,80,5,19,Research article,Neuronal Origins of Choice Variability in Economic Decisions
919,80,6,0,Mini review,"Exploring the Causal Underpinnings of Determination, Resolve, and Will"
920,80,6,1,Mini review,Going Mobile: AMPA Receptors Move Synapse to Synapse In Vivo
921,80,6,2,Mini review,A Variability-Generating Circuit Goes Awry in a Songbird Model of the FOXP2 Speech Disorder
922,80,6,3,Mini review,Prefrontal-Amygdala Interactions Underlying Value Coding
923,80,6,4,Review article,Biomarker Modeling of Alzheimer’s Disease
924,80,6,5,Short communication,The Will to Persevere Induced by Electrical Stimulation of the Human Cingulate Gyrus
925,80,6,6,Research article,GENSAT BAC Cre-Recombinase Driver Lines to Study the Functional Organization of Cerebral Cortical and Basal Ganglia Circuits
926,80,6,7,Short communication,Causal Evidence of Performance Monitoring by Neurons in Posterior Cingulate Cortex during Learning
927,80,6,8,Research article,Zic2-Dependent Axon Midline Avoidance Controls the Formation of Major Ipsilateral Tracts in the CNS
928,80,6,9,Research article,EphrinB3/EphA4-Mediated Guidance of Ascending and Descending Spinal Tracts
929,80,6,10,Research article,"Kinesin-1 Regulates Synaptic Strength by Mediating the Delivery, Removal, and Redistribution of AMPA Receptors"
930,80,6,11,Research article,Variable Dendritic Integration in Hippocampal CA3 Pyramidal Neurons
931,80,6,12,Research article,Balanced Synaptic Impact via Distance-Dependent Synapse Distribution and Complementary Expression of AMPARs and NMDARs in Hippocampal Dendrites
932,80,6,13,Research article,Diminished FoxP2 Levels Affect Dopaminergic Modulation of Corticostriatal Signaling Important to Song Variability
933,80,6,14,Research article,Membrane Potential Dynamics of Neocortical Projection Neurons Driving Target-Specific Signals
934,80,6,15,Research article,Synaptic Encoding of Fear Extinction in mPFC-amygdala Circuits
935,80,6,16,Research article,Neural Representation of Orientation Relative to Gravity in the Macaque Cerebellum
936,80,6,17,Research article,Effects of Amygdala Lesions on Reward-Value Coding in Orbital and Medial Prefrontal Cortex
937,80,6,18,Research article,An Optimal Decision Population Code that Accounts for Correlated Variability Unambiguously Predicts a Subject’s Choice
938,80,6,19,Research article,Supervised Calibration Relies on the Multisensory Percept
939,80,6,20,Research article,The Behavioral and Neural Mechanisms Underlying the Tracking of Expertise
940,80,6,21,Erratum,"On the Perception of Probable Things: Neural Substrates of Associative Memory, Imagery, and Perception"
941,80,6,22,Erratum,Anti-Tau Antibodies that Block Tau Aggregate Seeding In Vitro Markedly Decrease Pathology and Improve Cognition In Vivo
942,80,6,23,Erratum,Dissociable Effects of Dopamine and Serotonin on Reversal Learning
